품목명,가격,브랜드,행사
서울)ABC주스,1800,CU(씨유),2+1
서울)강릉커피라떼250ML,2300,GS25(지에스25),2+1
서울)강릉커피라떼250ml,2300,CU(씨유),2+1
서울)강릉커피라떼250ml,2300,7-ELEVEN(세븐일레븐),2+1
서울)강릉커피라떼50ml,2300,EMART24(이마트24),2+1
서울)강릉커피블랙250ML,2300,GS25(지에스25),2+1
서울)강릉커피블랙250ml,2300,7-ELEVEN(세븐일레븐),2+1
서울)강릉커피블랙250ml,2300,MINISTOP(미니스톱),2+1
서울)강릉커피블랙250ml,2300,CU(씨유),2+1
서울)강릉커피블랙50ml,2300,EMART24(이마트24),2+1
서울)고단백저지방우유180ml,950,EMART24(이마트24),2+1
서울)귀리우유190ml,1200,EMART24(이마트24),2+1
서울)귀리우유190ml,1200,7-ELEVEN(세븐일레븐),2+1
서울)듀오안150ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)듀오안사과150ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)듀오안사과150ml,1500,CU(씨유),1+1
서울)듀오안사과150ml,1500,EMART24(이마트24),1+1
서울)듀오안저지방플레인150ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)듀오안플레인150ml,1500,EMART24(이마트24),1+1
서울)듀오안플레인150ml,1500,CU(씨유),1+1
서울)딸기우유200ml,950,EMART24(이마트24),2+1
서울)딸기우유300ML,1500,GS25(지에스25),2+1
서울)딸기우유300ml,1500,CU(씨유),2+1
서울)딸기우유300ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)딸기우유300ml,1500,EMART24(이마트24),2+1
서울)목장딸기요구르트225ml,2100,7-ELEVEN(세븐일레븐),2+1
서울)목장스트링치즈,1200,CU(씨유),2+1
서울)바나나우유200ml,950,7-ELEVEN(세븐일레븐),2+1
서울)바나나우유200ml,950,EMART24(이마트24),2+1
서울)바나나우유300ML,1500,GS25(지에스25),2+1
서울)바나나우유300ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)바나나우유300ml,1500,CU(씨유),2+1
서울)바나나우유300ml,1500,EMART24(이마트24),2+1
서울)비요뜨(초코링),1400,GS25(지에스25),2+1
서울)비요뜨(쿠키앤크림)136G,1400,GS25(지에스25),2+1
서울)비요뜨(크런치볼),1400,GS25(지에스25),2+1
서울)비요뜨초코링,1400,EMART24(이마트24),2+1
서울)비요뜨초코링143g,1400,7-ELEVEN(세븐일레븐),2+1
서울)비요뜨초코링143g,1400,CU(씨유),2+1
서울)비요뜨쿠키앤크림,1400,CU(씨유),2+1
서울)비요뜨쿠키앤크림136g,1400,EMART24(이마트24),2+1
서울)비요뜨크런치볼143g,1400,EMART24(이마트24),2+1
서울)살롱밀크티300ML,1500,GS25(지에스25),2+1
서울)살롱밀크티300ml,1500,EMART24(이마트24),2+1
서울)살롱밀크티300ml,1500,CU(씨유),2+1
서울)살롱밀크티300ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)스페셜티마일드250ml,1900,CU(씨유),1+1
서울)스페셜티마일드250ml,1900,EMART24(이마트24),1+1
서울)스페셜티모카250ml,1900,EMART24(이마트24),1+1
서울)스페셜티모카컵250ml,1900,CU(씨유),1+1
서울)스페셜티싱글오리진300ml,2300,EMART24(이마트24),1+1
서울)스페셜티에스프레소라떼300ml,2300,EMART24(이마트24),1+1
서울)아침에주스골든사과230ML,1500,GS25(지에스25),2+1
서울)아침에주스사과210ml,1200,EMART24(이마트24),2+1
서울)아침에주스오렌지210,1200,CU(씨유),2+1
서울)아침에주스오렌지210ml,1200,EMART24(이마트24),2+1
서울)아침에주스오렌지PE210ml,1200,7-ELEVEN(세븐일레븐),2+1
서울)아침에주스자몽210ml,1200,EMART24(이마트24),2+1
서울)아침에주스자몽210ml,1200,7-ELEVEN(세븐일레븐),2+1
서울)아침에주스제주감귤230ML,1500,GS25(지에스25),2+1
서울)아침에주스청포도230ML,1500,GS25(지에스25),2+1
서울)아침에주스포도210ml,1200,EMART24(이마트24),2+1
서울)아침에주스포도210ml,1200,CU(씨유),2+1
서울)오징어치즈,4500,CU(씨유),2+1
서울)오징어치즈36G,4500,GS25(지에스25),2+1
서울)우유300ML,1400,GS25(지에스25),2+1
서울)초코우유200ml,950,7-ELEVEN(세븐일레븐),2+1
서울)초코우유300ML,1500,GS25(지에스25),2+1
서울)초코우유300ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)초코우유300ml,1500,EMART24(이마트24),2+1
서울)초코우유300ml,1500,CU(씨유),2+1
서울)치즈스틱스모크35g,2800,EMART24(이마트24),2+1
서울)치즈스틱크림치즈35g,2800,EMART24(이마트24),2+1
서울)치즈큐빅플레인,4800,CU(씨유),2+1
서울)커피300ml,1500,CU(씨유),2+1
서울)커피우유300ML,1500,GS25(지에스25),2+1
서울)커피우유300ml,1500,7-ELEVEN(세븐일레븐),2+1
서울)커피우유300ml,1500,EMART24(이마트24),2+1
서울)후루트링136g,1400,EMART24(이마트24),2+1
서울)흑임자우유190ml,1200,7-ELEVEN(세븐일레븐),2+1
서울)흑임자우유190ml,1200,EMART24(이마트24),2+1
서울)흰우유300ml,1400,EMART24(이마트24),2+1
서울)흰우유300ml,1400,CU(씨유),2+1
서울)흰우유300ml,1400,7-ELEVEN(세븐일레븐),2+1
서울F&B)레몬트리라떼300ml,1900,EMART24(이마트24),2+1
서울F&B)레몬트리모카300ml,1900,EMART24(이마트24),2+1
서울F&B)레몬트리카라멜300ml,1900,EMART24(이마트24),2+1
서울F&B)커피빈바닐라라떼250ml,2500,EMART24(이마트24),2+1
서울F&B)커피빈카페라떼250ml,2500,EMART24(이마트24),2+1
서울F&B;)버터크림라떼250,2000,CU(씨유),2+1
서울F&B;)뽀로로딸기우유,1200,CU(씨유),2+1
서울F&B;)뽀로로바나나우유,1200,CU(씨유),2+1
서울F&B;)뽀로로튼튼우유,1200,CU(씨유),2+1
서울F&B;)커피빈헤이즐넛,1800,CU(씨유),2+1
서울F)뽀로로딸기우유140ml,1200,7-ELEVEN(세븐일레븐),2+1
서울F)뽀로로바나나우유140ml,1200,7-ELEVEN(세븐일레븐),2+1
서울F)뽀로로튼튼흰우유140ml,1200,7-ELEVEN(세븐일레븐),2+1
서울FB)커피빈카페수아,1800,CU(씨유),2+1
서울바나나우유팩,950,MINISTOP(미니스톱),2+1
서울우유)듀오안사과150ml,1500,MINISTOP(미니스톱),2+1
서울우유)초콜릿우유아이스크림,9800,GS25(지에스25),2+1
서울우유)흰우유아이스크림,9800,GS25(지에스25),2+1
서울우유300ml,1400,MINISTOP(미니스톱),2+1
서울초코우유300ml,1500,MINISTOP(미니스톱),2+1
서울흑임자우유190ml,1200,MINISTOP(미니스톱),2+1
서주)빵빵덕꽃길젤리벚꽃맛,1500,CU(씨유),2+1
서주)쑥떡쑥떡샌드,1800,CU(씨유),2+1
서주)아이스주젤리40g,1200,CU(씨유),2+1
서주)카카오바90ML,1800,GS25(지에스25),2+1
서주푸드)그린티초코바,1800,CU(씨유),2+1
서주푸드)민트초코바,1800,CU(씨유),2+1
서주푸드)블랑에누아120ML,1800,GS25(지에스25),2+1
선명)이너프구운아몬드(용기),5000,EMART24(이마트24),2+1
선명)이너프구운아몬드30g,1200,EMART24(이마트24),2+1
선명)이너프군옥수수맛아몬드40g,1800,EMART24(이마트24),2+1
선명)이너프꿀땅콩40g,1200,EMART24(이마트24),2+1
선명)이너프볶음땅콩40g,1200,EMART24(이마트24),2+1
선명)이너프피넛&믹스(용기),3900,EMART24(이마트24),2+1
선명)이너프허니버터아몬드(용기),5000,EMART24(이마트24),2+1
선명)이너프허니버터아몬드40g,1800,EMART24(이마트24),2+1
선명)이너프호두(용기)NEW,4500,EMART24(이마트24),2+1
선명)헤이즐넛땅콩봉지,1500,CU(씨유),2+1
선서)블랙앵거스찹스테이크150g,8900,EMART24(이마트24),1+1
설빙)인절미떡뻥58g,1500,7-ELEVEN(세븐일레븐),2+1
설빙인절미라떼250ml,2300,MINISTOP(미니스톱),2+1
성풍)사워스트립젤리딸기맛225g,2500,EMART24(이마트24),2+1
성풍)사워스트립젤리사과맛225g,2500,EMART24(이마트24),2+1
세균아꼼짝마)버블핸드워시베리250ml,7900,EMART24(이마트24),1+1
세부건망고(40G),2500,GS25(지에스25),2+1
세븐팩버블껌,1500,MINISTOP(미니스톱),2+1
세양)구운란2입,1900,CU(씨유),2+1
센스딥케어칫솔,2000,MINISTOP(미니스톱),1+1
소세지어묵바90G,2000,GS25(지에스25),2+1
소와나무)네스퀵초코드링크180ml,1000,EMART24(이마트24),2+1
솔표)위청수골드액75ml,1000,7-ELEVEN(세븐일레븐),2+1
솜)냉동과일망고200g,3300,EMART24(이마트24),2+1
솜)냉동과일블루베리200g,3300,EMART24(이마트24),2+1
솜)냉동과일체리200g,3300,EMART24(이마트24),2+1
쇼콜라에스프레소초콜릿,1800,MINISTOP(미니스톱),1+1
수프리모)스위트아메리카노원컵,1000,GS25(지에스25),2+1
수프리모)신선한모카컵,1000,MINISTOP(미니스톱),2+1
수프리모아이스20T,6000,MINISTOP(미니스톱),1+1
숙취해소_간만세,2900,MINISTOP(미니스톱),2+1
숙취해소_굿모닝구미,3000,MINISTOP(미니스톱),1+1
숙취해소_안티파흐멜린,5000,MINISTOP(미니스톱),2+1
숙취해소_음주비책2정,2800,MINISTOP(미니스톱),1+1
숙취해소_케이쿨환,2900,MINISTOP(미니스톱),1+1
숙취해소_한방에,3200,MINISTOP(미니스톱),2+1
숙취해소_헛개파워찐한포,2500,MINISTOP(미니스톱),1+1
숙취해소간개무량150ml,5000,MINISTOP(미니스톱),1+1
순샘)구연산자몽1.4L(리필),6900,EMART24(이마트24),1+1
순수한면)유기농순면대14P,8900,CU(씨유),1+1
순수한면)유기농순면중16P,8900,CU(씨유),1+1
순수한면)유기농순면커버중형16P,8900,MINISTOP(미니스톱),1+1
순수한면)제로대형14P,8500,GS25(지에스25),1+1
순수한면)제로오버나이트12P,8500,GS25(지에스25),1+1
순수한면)제로중형16P,8500,GS25(지에스25),1+1
순수한면라이너수퍼롱20P,3700,GS25(지에스25),2+1
순수한면제로오버12P,9300,MINISTOP(미니스톱),1+1
술친굼후레쉬1포,2900,MINISTOP(미니스톱),2+1
술친굼후레쉬3포,7900,MINISTOP(미니스톱),2+1
쉬즈)배달의민족꼬리빗,1500,7-ELEVEN(세븐일레븐),2+1
쉬즈)배달의민족머리끈,1500,7-ELEVEN(세븐일레븐),2+1
쉬즈)배달의민족실핀,2300,7-ELEVEN(세븐일레븐),2+1
쉬즈)배달의민족치킨거울,4500,7-ELEVEN(세븐일레븐),2+1
쉬즈)배달의민족헤어롤,1200,7-ELEVEN(세븐일레븐),2+1
쉬즈)배달의민족기름종이,2700,7-ELEVEN(세븐일레븐),2+1
슈가)베이킹소다수다목적세정제500ml,3900,EMART24(이마트24),1+1
슈가)베이킹소다수주방세제540ml,3900,EMART24(이마트24),1+1
스누피구미패키지,2000,MINISTOP(미니스톱),2+1
스니커즈헤이즐넛싱글,1900,MINISTOP(미니스톱),2+1
스닉커즈,1200,MINISTOP(미니스톱),2+1
스모크치킨오리지널190G,3900,GS25(지에스25),2+1
스몰란드)치약포레스트프레쉬민트100g,4000,EMART24(이마트24),1+1
스왈로우)마우스매너20ml,1200,EMART24(이마트24),2+1
스위스미스마시멜로우컵,1500,MINISTOP(미니스톱),2+1
스위트)달곰쿡만들기빠샤메카드48g,2500,EMART24(이마트24),1+1
스위트)달곰쿡만들기시크릿쥬쥬36g,2000,EMART24(이마트24),1+1
스위트)빠샤메카드자판기캔디18g,2000,EMART24(이마트24),2+1
스위트)시크릿쥬쥬관람차캔디18g,2000,EMART24(이마트24),2+1
스키틀즈오리지날,1000,MINISTOP(미니스톱),2+1
스파크)카톤1kg,4200,EMART24(이마트24),1+1
스페셜티라떼300ml,2300,MINISTOP(미니스톱),1+1
스페셜티마일드250ml,1900,MINISTOP(미니스톱),1+1
스프라이트250캔,1400,MINISTOP(미니스톱),1+1
스프라이트캔355ml,1600,EMART24(이마트24),1+1
시로앤마로)아메리카노300ml,2000,7-ELEVEN(세븐일레븐),2+1
시로앤마로)카라멜마끼아또300ml,2000,7-ELEVEN(세븐일레븐),2+1
시세이도)센카클레이클렌징폼,9800,7-ELEVEN(세븐일레븐),1+1
시원)갈릭토스트스파이시50g,1500,EMART24(이마트24),1+1
시원)갈릭토스트오리지널50g,1500,EMART24(이마트24),1+1
시원)몽당연필캔디50g,2500,EMART24(이마트24),2+1
시원)샤이닝바람개비캔디,1500,7-ELEVEN(세븐일레븐),2+1
시원)샤이닝스타바람개비,1500,EMART24(이마트24),1+1
시원)스위트샵캔디28g,4000,EMART24(이마트24),2+1
시원)스포츠카롤리팝캔디10g,2000,EMART24(이마트24),2+1
시원)자두야비타구미40g,1200,EMART24(이마트24),2+1
시원)자두야초코펀40g,3000,EMART24(이마트24),2+1
시원)풍가퐁가캔디,3000,7-ELEVEN(세븐일레븐),2+1
시즌)따뜻한넥워머,4900,EMART24(이마트24),2+1
시즌)따뜻한스마트폰터치장갑,4900,EMART24(이마트24),2+1
시즌)따뜻한울양말(여성용),4900,EMART24(이마트24),2+1
시즌)따뜻한접이식귀마개,4900,EMART24(이마트24),2+1
시즌)비비안바디웜남성상의,13900,EMART24(이마트24),2+1
시즌)비비안바디웜남성하의,13900,EMART24(이마트24),2+1
시즌)비비안바디웜여성상의,13900,EMART24(이마트24),2+1
시즌)비비안바디웜여성하의,13900,EMART24(이마트24),2+1
신)강원평창수500펫,950,MINISTOP(미니스톱),2+1
신)맛동산3000,3000,MINISTOP(미니스톱),2+1
신)매운맛전통돈육포35,3300,MINISTOP(미니스톱),2+1
신)베이비화이트로션,6000,MINISTOP(미니스톱),2+1
신)순한맛우육포40,5700,MINISTOP(미니스톱),2+1
신)스트링치즈,1400,MINISTOP(미니스톱),2+1
신)스파이시우육포스틱,3700,MINISTOP(미니스톱),2+1
신)스파클링요구르트400펫,1600,MINISTOP(미니스톱),2+1
신)아워티오렌지자몽블랙티,2000,MINISTOP(미니스톱),2+1
신)오뚜기쌀떡국,3500,MINISTOP(미니스톱),2+1
신)칸타타스윗블랙소캔,1300,MINISTOP(미니스톱),2+1
신)컨디션환스틱,2900,MINISTOP(미니스톱),1+1
신)페브리즈다우니향,7500,MINISTOP(미니스톱),1+1
신비아파트고스트볼초코팅촉,2200,GS25(지에스25),1+1
신원)대왕오징어다리45g,4500,EMART24(이마트24),2+1
신원)오징어실채20g,2500,EMART24(이마트24),2+1
신원)와인과어울리는치즈오징어,4000,EMART24(이마트24),2+1
신짱라면스낵양념치킨맛,1200,MINISTOP(미니스톱),2+1
신화)눈꽃먹태35G,5000,GS25(지에스25),2+1
신화)촉촉한버터구이오징어42G,4500,GS25(지에스25),2+1
심플리쿡)감바스170G,6900,GS25(지에스25),2+1
심플리쿡)로스트치킨192G,5900,GS25(지에스25),2+1
심플리쿡)쭈꾸미삼겹살190G,7900,GS25(지에스25),2+1
심플리쿡)통목살스테이크180G,5900,GS25(지에스25),2+1
심플리쿡)해물누룽지탕200G,6900,GS25(지에스25),2+1
썬키스트)모과생강280ML,1600,GS25(지에스25),2+1
썬키스트)모과생강280ml,1600,EMART24(이마트24),2+1
썬키스트)자몽소다350ml,1500,EMART24(이마트24),2+1
썬키스트)허니유자280ml,1600,EMART24(이마트24),2+1
썬키스트레몬워터500펫,1500,MINISTOP(미니스톱),2+1
썬키스트허니유자280ml,1600,MINISTOP(미니스톱),2+1
썬푸드)디저트오징어치즈,4000,CU(씨유),2+1
썬푸드)오잉,4500,CU(씨유),2+1
썬푸드)오잉~츄!,4500,CU(씨유),2+1
쏘피)내몸에순한면대형4P,2500,GS25(지에스25),1+1
쏘피)내몸에순한면라이너28P,4400,GS25(지에스25),2+1
쏘피)순한면대형16P,7900,GS25(지에스25),1+1
쏘피)순한면무표백4입(대),2900,EMART24(이마트24),1+1
쏘피)순한면무표백4입(중),2500,EMART24(이마트24),1+1
쏘피)순한면슈퍼롱3P,3500,GS25(지에스25),1+1
쏘피)순한면중형18P,7900,GS25(지에스25),1+1
쏘피)순한면중형4P,2000,GS25(지에스25),1+1
쏘피)유기농순면커버무표백4입(대),3200,EMART24(이마트24),1+1
쏘피)유기농순면커버무표백4입(중),2800,EMART24(이마트24),1+1
쏘피무표백순한면중형4P,2300,MINISTOP(미니스톱),1+1
쏘피무표백유기농중형4P,2600,MINISTOP(미니스톱),1+1
씨그램)라임탄산수350ml,1300,EMART24(이마트24),2+1
씨그램)레몬탄산수350ml,1300,EMART24(이마트24),2+1
씨그램)애플리프레시350ml,1300,EMART24(이마트24),2+1
씨그램탄산수애플리프레시350펫,1300,MINISTOP(미니스톱),1+1
씨믹스)계란모양구미90g,2000,7-ELEVEN(세븐일레븐),2+1
씨믹스)공룡(다이노)젤리11g,500,7-ELEVEN(세븐일레븐),2+1
씨믹스)라인프렌즈젤리2000,2000,GS25(지에스25),2+1
씨믹스)스누피믹스젤리2000,2000,GS25(지에스25),2+1
씨믹스)스누피사우어젤리2000,2000,GS25(지에스25),2+1
씨믹스)오션젤리(해양동물),500,7-ELEVEN(세븐일레븐),2+1
씨믹스)카카오프렌즈라이언60g,2000,7-ELEVEN(세븐일레븐),2+1
씨믹스)카카오프렌즈어피치60g,2000,7-ELEVEN(세븐일레븐),2+1
씨알로)콘시리얼바1000,1000,GS25(지에스25),2+1
씨알로)콘요구르트바1000,1000,GS25(지에스25),2+1
씨엔)고당도하우스감귤500,8000,CU(씨유),1+1
씨엔)단감3입,3600,CU(씨유),2+1
씨엔)무지개방토컵,3500,CU(씨유),2+1
씨엔)적포도(컵),3500,CU(씨유),2+1
아라)크리스피치킨(땡초간장)30g,3000,7-ELEVEN(세븐일레븐),2+1
아라)크리스피치킨(허니갈릭)30g,3000,7-ELEVEN(세븐일레븐),2+1
아로마포켓티슈10매,1000,MINISTOP(미니스톱),1+1
아르간오일트리트먼트,6900,MINISTOP(미니스톱),1+1
아르간헤어오일세럼,9900,MINISTOP(미니스톱),1+1
아모레)메디안미백케어칫솔,3600,7-ELEVEN(세븐일레븐),2+1
아모레)메디안치석케어93%,4500,7-ELEVEN(세븐일레븐),1+1
아모레)미장센퍼펙트린스680ml,15000,7-ELEVEN(세븐일레븐),1+1
아모레)미장센퍼펙트샴푸680ml,15000,7-ELEVEN(세븐일레븐),1+1
아모레)미장센퍼펙트트리트먼트,14000,7-ELEVEN(세븐일레븐),1+1
아모레)원데이샤워키트,1500,7-ELEVEN(세븐일레븐),2+1
아모레)원데이샤워키트4종*5g(파우치),1500,EMART24(이마트24),2+1
아미노화이바350펫,2000,MINISTOP(미니스톱),2+1
아비노)모이스춰라이징로션71ml,6900,EMART24(이마트24),1+1
아샤)네버다이24775ml,5000,7-ELEVEN(세븐일레븐),1+1
아우라섬유유연제(1L),8900,MINISTOP(미니스톱),1+1
아우어스낵웨이퍼밀크헤이즐넛,800,MINISTOP(미니스톱),2+1
아워홈)돼지고기김치볶음,2900,CU(씨유),2+1
아워홈)쁘띠샌드트리오60g,1200,EMART24(이마트24),2+1
아워홈)지리산수2L,1400,MINISTOP(미니스톱),2+1
아워홈)지리산수500펫,800,MINISTOP(미니스톱),2+1
아이깨끗해)순핸드워시,5900,CU(씨유),1+1
아이브루헤이즐넛향(30T),4900,MINISTOP(미니스톱),2+1
아이스브레이커스듀오스트로,3500,EMART24(이마트24),2+1
아이스브레이커스베리,3500,EMART24(이마트24),2+1
아이스브레이커스워터멜론,3500,EMART24(이마트24),2+1
아이시스8.0,950,MINISTOP(미니스톱),2+1
아이원)에어포레스트방역마스크KF94(3입),6000,EMART24(이마트24),1+1
아이윈)플레이밸류미니레스큐,6000,EMART24(이마트24),1+1
아이푸드)식혜아이스,1200,CU(씨유),2+1
아임에코)고마운샘500ml,1600,MINISTOP(미니스톱),1+1
아임에코산수500ml,1000,MINISTOP(미니스톱),2+1
아임유어)면도기세트,1800,CU(씨유),1+1
아침)꿀고구마(130G/진공포장),2000,GS25(지에스25),2+1
아침)꿀단호박(100G/진공포장),2000,GS25(지에스25),2+1
아침에주스오렌지,1200,MINISTOP(미니스톱),2+1
아침헛개500,1800,MINISTOP(미니스톱),1+1
아카)사이즈업카페라떼350,2200,MINISTOP(미니스톱),2+1
아카시아스틱꿀15G,1000,GS25(지에스25),2+1
아카페라카라멜마끼아또240ml,1600,EMART24(이마트24),2+1
아카페라카페라떼,1600,MINISTOP(미니스톱),2+1
아쿠아포레330ml,1000,MINISTOP(미니스톱),1+1
안심항균물티슈10매,1800,MINISTOP(미니스톱),1+1
알로에베라킹500ml,1900,MINISTOP(미니스톱),2+1
암바사345캔,1300,MINISTOP(미니스톱),1+1
애경)2080곰표양치세트,4500,7-ELEVEN(세븐일레븐),2+1
애경)2080자일리톨가글80ml,2000,7-ELEVEN(세븐일레븐),2+1
애경)2080자일리톨치약100g,3900,7-ELEVEN(세븐일레븐),1+1
애경)2080칫솔,2800,7-ELEVEN(세븐일레븐),1+1
애경)2080핑크솔트치약120g,3500,7-ELEVEN(세븐일레븐),1+1
애경)NEW스파크1KG,4200,GS25(지에스25),2+1
애경)랩신컬러체인징핸드워시250,7900,7-ELEVEN(세븐일레븐),1+1
애경)말랑이버블핸드워시300ml,7900,7-ELEVEN(세븐일레븐),1+1
애경)순샘구연산자몽1.4L리필,6900,7-ELEVEN(세븐일레븐),1+1
애경)스몰란드치약100g,3900,7-ELEVEN(세븐일레븐),1+1
애경)울샴푸1L용기,6900,GS25(지에스25),2+1
애경)진한겔리큐리필2L(드럼용),15000,7-ELEVEN(세븐일레븐),1+1
애경)진한겔리큐리필2L(일반용),15000,7-ELEVEN(세븐일레븐),1+1
애경)케라시스트리트먼트200ml,8500,7-ELEVEN(세븐일레븐),1+1
애경)케라시스데미지린스,5500,7-ELEVEN(세븐일레븐),2+1
애경)케라시스데미지샴푸,5500,7-ELEVEN(세븐일레븐),2+1
애경)케라시스퍼퓸샴푸600ml,9900,7-ELEVEN(세븐일레븐),1+1
애경)포인트딥클린스크럽폼,12900,7-ELEVEN(세븐일레븐),1+1
애묘)뉴트리플랜(참치와치즈),1500,MINISTOP(미니스톱),2+1
액티비아업딸기210ml,1900,MINISTOP(미니스톱),2+1
액티비아화이트90g,750,MINISTOP(미니스톱),1+1
앤업카페라떼300,2500,MINISTOP(미니스톱),2+1
야생화스틱꿀15G,1000,GS25(지에스25),2+1
야채어묵볼80G,2000,GS25(지에스25),2+1
야쿠)BTS바닐라라떼270ml,2500,CU(씨유),2+1
야쿠)BTS아메리카노270ml,2000,CU(씨유),2+1
야쿠)오늘의야채오리250ml,2300,CU(씨유),2+1
야쿠)오늘의야채퍼플250ml,2300,CU(씨유),2+1
야쿠르트)메치니코프요거트콘,2500,7-ELEVEN(세븐일레븐),1+1
야쿠르트)콜드브루아메리카노270,2000,7-ELEVEN(세븐일레븐),2+1
야쿠르트)콜드브루아메리카노270ml,2000,EMART24(이마트24),2+1
야쿠르트)핫브루골드라떼270ml,2500,EMART24(이마트24),2+1
야쿠르트)핫브루바닐라라떼270ml,2500,7-ELEVEN(세븐일레븐),2+1
야쿠르트콜드브루270ml,2000,MINISTOP(미니스톱),2+1
약수동해장음료100ml,5000,MINISTOP(미니스톱),1+1
양반전복죽,3900,MINISTOP(미니스톱),2+1
양반)단호박죽285G,3900,GS25(지에스25),1+1
양반)밤단팥죽285G,3900,GS25(지에스25),1+1
양반)쇠고기죽285G,3900,GS25(지에스25),1+1
양반)쇠고기큰죽404G,4500,GS25(지에스25),2+1
양반)야채죽285G,3900,GS25(지에스25),1+1
양반)야채큰죽404G,4500,GS25(지에스25),2+1
양반)영양닭죽285G,3900,GS25(지에스25),1+1
양반)전복죽287g,3900,MINISTOP(미니스톱),2+1
양반)전복큰죽404G,4500,GS25(지에스25),2+1
양반)참치죽285G,3900,GS25(지에스25),1+1
양반배식혜500펫,1800,MINISTOP(미니스톱),2+1
어른우유)미숫가루250ml,1800,MINISTOP(미니스톱),2+1
에너자이저)맥스AA12입,9900,EMART24(이마트24),2+1
에너자이저)맥스AA4입,5800,EMART24(이마트24),2+1
에너자이저)맥스AAA12입,9900,EMART24(이마트24),2+1
에너자이저)맥스AAA4입,5800,EMART24(이마트24),2+1
에버)초당순두부아이스,2500,CU(씨유),2+1
에버)초당순두부인절미,2500,CU(씨유),2+1
에버)허쉬바90ml,2000,7-ELEVEN(세븐일레븐),2+1
에버)허쉬초코앤밀크소프트콘190,2500,7-ELEVEN(세븐일레븐),2+1
에버)허쉬콘150ml,2000,7-ELEVEN(세븐일레븐),2+1
에버)허쉬토피넛앤초코90ml,2000,7-ELEVEN(세븐일레븐),2+1
에스앤제이)천지개벽100ml,5000,7-ELEVEN(세븐일레븐),1+1
에스트렐라골든밀크티,3800,MINISTOP(미니스톱),2+1
에이플)퍼펙트파워쉐이크바닐라275ml,4500,EMART24(이마트24),2+1
에이플)퍼펙트파워쉐이크초코바나나275ml,4500,EMART24(이마트24),2+1
엑츠데오후레쉬(1.4L),10900,MINISTOP(미니스톱),1+1
엔바이오)케이쿨120ml,6000,EMART24(이마트24),1+1
엔바이오)케이쿨120ml,6000,7-ELEVEN(세븐일레븐),1+1
엔케이365쌩쌩(숙취해소제),3500,EMART24(이마트24),1+1
엘라밴드)하이드로도트10mm(12매),3500,EMART24(이마트24),2+1
엘라밴드)하이드로도트12mm(12매),3500,EMART24(이마트24),2+1
엘라밴드)하이드로도트티트리(15매+8매),3500,EMART24(이마트24),2+1
엘라스틴하드왁스,8900,MINISTOP(미니스톱),1+1
엘라스틴)간편염색(자연갈색),8900,EMART24(이마트24),1+1
엘라스틴)간편염색(흑갈색),8900,EMART24(이마트24),1+1
엘라스틴)린스퍼퓸400ml,10900,EMART24(이마트24),1+1
엘라스틴)모로칸아르간오일세럼75ml,9900,EMART24(이마트24),1+1
엘라스틴)새치엔딩(짙은갈색),6900,EMART24(이마트24),1+1
엘라스틴)새치엔딩(흑갈색),6900,EMART24(이마트24),1+1
엘라스틴)샴푸퍼퓸400ml,10900,EMART24(이마트24),1+1
엘라스틴)실크린스400ml,9900,CU(씨유),1+1
엘라스틴)실크샴푸400ml,9900,CU(씨유),1+1
엘라스틴)아르간오일트리트먼트200ml,6900,EMART24(이마트24),1+1
엘라스틴)클레이왁스80g,8900,CU(씨유),1+1
엘라스틴)퍼퓸러브미샴푸400ML,9900,GS25(지에스25),1+1
엘라스틴)하드왁스80g,8900,CU(씨유),1+1
엘라스틴스프레이,7500,MINISTOP(미니스톱),1+1
엘라스틴퍼퓸샴푸,10900,MINISTOP(미니스톱),1+1
엘지)샤프란핑크1L,4000,CU(씨유),1+1
엠바레)밀크카라멜65g,1000,EMART24(이마트24),2+1
엠치)안티파흐멜린,5000,CU(씨유),2+1
엠큐)첵스바나나25g,1200,7-ELEVEN(세븐일레븐),2+1
엠큐)첵스초코바25g,1200,7-ELEVEN(세븐일레븐),2+1
엠탑)추억의러스크갈릭맛55G,1500,GS25(지에스25),2+1
여우티500펫,2000,MINISTOP(미니스톱),2+1
여우티5T티백,3900,MINISTOP(미니스톱),2+1
연세)마카디미아초코190ml,1000,MINISTOP(미니스톱),2+1
영남)라페파마들렌,2000,MINISTOP(미니스톱),2+1
영풍)요뽀끼치즈떡볶이컵120g,1900,EMART24(이마트24),2+1
영풍)요뽀끼화끈매운떡볶이컵120g,1900,EMART24(이마트24),2+1
예가체프아메리카노350ml,2500,MINISTOP(미니스톱),1+1
예지미인)숲속이야기4입(중),2000,EMART24(이마트24),1+1
예지미인)숲속이야기라이너롱(20입),4000,EMART24(이마트24),1+1
예지미인)숲속이야기슈퍼롱오버(4입),4000,EMART24(이마트24),1+1
예지미인)윤슬대형14P,6800,7-ELEVEN(세븐일레븐),1+1
예지미인)윤슬중형4P,2000,7-ELEVEN(세븐일레븐),1+1
