품목명,가격,브랜드,행사
동원)양반왕갈비탕460g,5900,7-ELEVEN(세븐일레븐),2+1
동원)양반왕갈비탕460g,6500,EMART24(이마트24),2+1
동원)양반우거지감자탕460G,6500,GS25(지에스25),2+1
동원)양반우거지감자탕460g,6500,EMART24(이마트24),2+1
동원)양반우거지감자탕460g,6500,7-ELEVEN(세븐일레븐),2+1
동원)양반전복죽,3900,CU(씨유),2+1
동원)양반전복죽285g,3900,EMART24(이마트24),1+1
동원)양반전복죽285g,3900,7-ELEVEN(세븐일레븐),1+1
동원)양반전복죽287.5g,3900,7-ELEVEN(세븐일레븐),2+1
동원)양반전복큰죽404g,4500,EMART24(이마트24),2+1
동원)양반차돌된장찌개460,5900,CU(씨유),2+1
동원)양반차돌된장찌개460G,5900,GS25(지에스25),2+1
동원)양반차돌된장찌개460g,6500,EMART24(이마트24),2+1
동원)양반차돌된장찌개460g,5900,7-ELEVEN(세븐일레븐),2+1
동원)양반차돌육개장460,4500,CU(씨유),2+1
동원)양반차돌육개장460G,4500,GS25(지에스25),2+1
동원)양반차돌육개장460g,4500,EMART24(이마트24),2+1
동원)양반차돌육개장460g,4500,7-ELEVEN(세븐일레븐),2+1
동원)양반차돌육개장460g,4500,MINISTOP(미니스톱),2+1
동원)양반참치부대찌개460G,6500,GS25(지에스25),2+1
동원)양반참치부대찌개460g,6500,EMART24(이마트24),2+1
동원)양반참치죽,3900,CU(씨유),2+1
동원)양반참치죽285g,3900,7-ELEVEN(세븐일레븐),1+1
동원)양반참치죽285g,3900,EMART24(이마트24),1+1
동원)양반트러플쇠고기죽,3900,CU(씨유),1+1
동원)양반트러플전복죽,3900,CU(씨유),1+1
동원)양반한우사골곰탕460g,1900,EMART24(이마트24),2+1
동원)양반호박죽,3900,CU(씨유),1+1
동원)양반호박죽285g,3900,EMART24(이마트24),1+1
동원)양반홍게살죽287g,3900,EMART24(이마트24),1+1
동원)오미자차500ml,2200,EMART24(이마트24),2+1
동원)오븐&통그릴,2200,EMART24(이마트24),2+1
동원)요거밀왕초코링,1500,CU(씨유),2+1
동원)요거밀카카오그래놀,1500,CU(씨유),2+1
동원)전복죽287.5g,3900,EMART24(이마트24),2+1
동원)지중해황도410g,2900,CU(씨유),2+1
동원)직화통삼겹100g,4500,7-ELEVEN(세븐일레븐),2+1
동원)직화통삼겹슬라이스,4500,CU(씨유),2+1
동원)직화통삼겹슬라이스,4500,MINISTOP(미니스톱),2+1
동원)참치크래커고소한맛,3600,CU(씨유),2+1
동원)청미채그린200ml,1200,CU(씨유),2+1
동원)청미채옐로우200ml,1200,CU(씨유),2+1
동원)치폴레치즈팡50g,1600,CU(씨유),2+1
동원)친친오리지널70g,1400,MINISTOP(미니스톱),1+1
동원)친친오리지널봉70g,1400,CU(씨유),1+1
동원)친친오리지널소시지70g,1400,7-ELEVEN(세븐일레븐),1+1
동원)친친오리지널소시지70g,1400,EMART24(이마트24),1+1
동원)커핑로드카페봉봉,2500,CU(씨유),2+1
동원)커핑모카라떼300ml,2500,CU(씨유),2+1
동원)커핑버터크림라떼300,2500,CU(씨유),2+1
동원)커핑에스프레소라떼,2500,CU(씨유),2+1
동원)커핑콰트로블랙P350,2200,CU(씨유),1+1
동원)커핑콰트로스윗P350,2200,CU(씨유),1+1
동원)커핑흑당크림라떼300,2500,CU(씨유),2+1
동원)콩카페연유라떼250ml,2000,7-ELEVEN(세븐일레븐),2+1
동원)콩카페코코넛연유라떼250,2000,7-ELEVEN(세븐일레븐),2+1
동원)쿨피스파인애플바75ml,1200,7-ELEVEN(세븐일레븐),1+1
동원)클램차우더260g,4500,EMART24(이마트24),2+1
동원)핫치즈팡50g,1600,EMART24(이마트24),1+1
동원)호랑이라떼300ml,2500,CU(씨유),2+1
동원고추참치,3600,MINISTOP(미니스톱),2+1
동원리챔120g,3500,MINISTOP(미니스톱),2+1
동원리챔200g,5500,MINISTOP(미니스톱),2+1
동원리챔340g,6800,MINISTOP(미니스톱),2+1
동원양반참기름김,1500,MINISTOP(미니스톱),2+1
동학)빅구슬딸기우유,1500,CU(씨유),2+1
동학)빅구슬복숭아키위,1500,CU(씨유),2+1
동학)빅구슬아이스비타500,1500,CU(씨유),2+1
동화)개나리콘55g,1500,EMART24(이마트24),2+1
동화)달콤한강냉이스낵70g,1500,EMART24(이마트24),2+1
동화)더맛있는대롱과자130g,1500,EMART24(이마트24),2+1
동화)미세먼지마스크KF94,2000,CU(씨유),2+1
동화)벡셀드링크250ml,1200,EMART24(이마트24),1+1
동화)벡셀에너지드링크250ml,1200,7-ELEVEN(세븐일레븐),1+1
동화)부채표미인활75ml,1000,EMART24(이마트24),2+1
동화)부채표미인활75ml,1000,CU(씨유),2+1
동화)부채표미인활75ml,1000,7-ELEVEN(세븐일레븐),2+1
동화)부채표배도라지쌍화,1000,CU(씨유),2+1
동화)부채표알프스B4,1000,CU(씨유),2+1
동화)홍삼골드100ml,1000,MINISTOP(미니스톱),2+1
동화)홍삼골드100ml,1000,EMART24(이마트24),2+1
동화)홍삼골드100ml,1000,7-ELEVEN(세븐일레븐),2+1
동화약품)부채표미인활액75ML,1000,GS25(지에스25),2+1
둥근햇반210,1800,MINISTOP(미니스톱),2+1
드림)달곰쿡몽글몽글포도맛21g,2000,7-ELEVEN(세븐일레븐),1+1
드림)달곰쿡시크릿쥬쥬36g,2000,7-ELEVEN(세븐일레븐),1+1
드림)달곰쿡알실험실20g,2000,7-ELEVEN(세븐일레븐),1+1
드림)아이스보석반지14g,2000,7-ELEVEN(세븐일레븐),1+1
드림)프란찌다크초코쿠키58g,2000,7-ELEVEN(세븐일레븐),2+1
드림)프란찌요거트초코쿠키58g,2000,7-ELEVEN(세븐일레븐),2+1
드림)해피세븐70g,2000,7-ELEVEN(세븐일레븐),2+1
드링킹,1900,MINISTOP(미니스톱),2+1
디어스킨)에어엠보대14P,8100,GS25(지에스25),1+1
디어스킨)에어엠보중16P,8100,GS25(지에스25),1+1
디어스킨)울트라슬림중형16p,8100,MINISTOP(미니스톱),1+1
디어스킨팬티라이너슈퍼롱30P,6900,GS25(지에스25),2+1
디즈니물티슈10매,1500,MINISTOP(미니스톱),2+1
디핀)애플베리바80ML,1500,GS25(지에스25),2+1
디핀)히말라얀솔트콘150ML,2000,GS25(지에스25),2+1
또떠불하트초코125g,1400,MINISTOP(미니스톱),2+1
뚜또)밀감250g,2400,7-ELEVEN(세븐일레븐),2+1
뚜또)밀감250g,2400,CU(씨유),2+1
뚜또)코코딸기250g,2400,CU(씨유),2+1
뚜또)코코딸기250g,2400,7-ELEVEN(세븐일레븐),2+1
뚜또)후르츠믹스250g,2400,CU(씨유),2+1
뚜또)후르츠믹스250g,2400,7-ELEVEN(세븐일레븐),2+1
라네이처)울트라슬림중형3P,3000,MINISTOP(미니스톱),1+1
라베스트)갤러초코콘160ml,2500,7-ELEVEN(세븐일레븐),2+1
라베스트)리치치즈케이크콘,2500,GS25(지에스25),2+1
라베스트)민트초코콘,2500,GS25(지에스25),2+1
라베스트)민트초코콘160ml,2500,7-ELEVEN(세븐일레븐),2+1
라베스트)치즈케이크콘160ml,2500,7-ELEVEN(세븐일레븐),2+1
라베스트)쿠키크림치즈바85ml,2000,7-ELEVEN(세븐일레븐),2+1
라벨리)떠먹는요거트볼175ML,2000,GS25(지에스25),2+1
라벨리)리얼플레이크바,1500,CU(씨유),2+1
라벨리)브라운슈가밀크티,2000,CU(씨유),2+1
라벨리)수박화채빙수280ML,3000,GS25(지에스25),2+1
라벨리)인절미빙수280ML,3000,GS25(지에스25),2+1
라벨리)티파니에서민트초코컵140,1800,GS25(지에스25),2+1
라이언물티슈80매,6000,MINISTOP(미니스톱),1+1
라인프렌즈물티슈20매,2500,MINISTOP(미니스톱),2+1
래오)이경제꿀꺽스틱1포,1200,7-ELEVEN(세븐일레븐),2+1
랩노쉬)그레인맛85G,3900,GS25(지에스25),2+1
랩노쉬)초콜릿맛90G,3900,GS25(지에스25),2+1
레쓰비)아시아트립연유240ml,1200,EMART24(이마트24),2+1
레쓰비)카페타임라떼240ml,1000,EMART24(이마트24),2+1
레쓰비)카페타임모닝240ml,1000,EMART24(이마트24),2+1
레쓰비)카페타임아메리카노240ml,1000,EMART24(이마트24),2+1
레쓰비그란데라떼500펫,1800,MINISTOP(미니스톱),1+1
레쓰비카페타임모닝커피,1000,MINISTOP(미니스톱),1+1
레옹)사우어웜젤리90g,2000,EMART24(이마트24),2+1
려)극손상케어샴푸400ml,12500,MINISTOP(미니스톱),1+1
려)함빛극손상케어샴푸400ml,12500,EMART24(이마트24),1+1
려)함빛린스400㎖,12500,CU(씨유),1+1
려)함빛샴푸400g,12500,CU(씨유),1+1
로스팜엔네이처마일드,4500,MINISTOP(미니스톱),2+1
로아커가데나미니스초콜릿,350,MINISTOP(미니스톱),1+1
롯)의성마늘프랑크2입,3300,CU(씨유),2+1
롯데)2%복숭아500ml,1700,EMART24(이마트24),2+1
롯데)2%부족할때복숭아캔,1000,CU(씨유),2+1
롯데)2%부족할때자두500ML,1700,GS25(지에스25),1+1
롯데)2%아쿠아240ML,1000,GS25(지에스25),2+1
롯데)2%아쿠아500ML,1700,GS25(지에스25),2+1
롯데)2%아쿠아500ml,1700,EMART24(이마트24),2+1
롯데)2%자두500ml,1700,EMART24(이마트24),2+1
롯데)POP빼빼로1500,1500,GS25(지에스25),2+1
롯데)가나마일드1000,1000,7-ELEVEN(세븐일레븐),2+1
롯데)가나아이스모나카140ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)가나아이스바75ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)가나초코바1000,1000,EMART24(이마트24),2+1
롯데)가나초코바45g,1000,7-ELEVEN(세븐일레븐),2+1
롯데)가나초코바골드1000,1000,7-ELEVEN(세븐일레븐),2+1
롯데)가나초코바땅콩1000,1000,GS25(지에스25),2+1
롯데)가나초코바아몬드,1000,EMART24(이마트24),2+1
롯데)가나초코바아몬드1000,1000,GS25(지에스25),2+1
롯데)가나초콜렛1000,1000,EMART24(이마트24),2+1
롯데)가나초콜릿마일드1000,1000,GS25(지에스25),2+1
롯데)간편한하루150ML,1400,GS25(지에스25),1+1
롯데)거꾸로수박바,1000,CU(씨유),2+1
롯데)게토레이레몬캔340ML,1400,GS25(지에스25),2+1
롯데)게토레이블루340ml,1400,CU(씨유),1+1
롯데)게토레이블루볼트600ML,2000,GS25(지에스25),2+1
롯데)구미당기는구미(시트러스),1000,7-ELEVEN(세븐일레븐),2+1
롯데)구미당기는구미70g,1000,7-ELEVEN(세븐일레븐),2+1
롯데)구미당기는딸기66g,1000,7-ELEVEN(세븐일레븐),2+1
롯데)김을만난라이스칩50g,1500,EMART24(이마트24),2+1
롯데)까르보나라스파게티,4300,CU(씨유),2+1
롯데)깜뜨105g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)깨수깡160ml,5000,EMART24(이마트24),1+1
롯데)깨수깡캔160ml,5000,CU(씨유),2+1
롯데)꼬깔콘(매콤달콤)1500,1500,GS25(지에스25),2+1
롯데)꼬깔콘고소1500,1500,7-ELEVEN(세븐일레븐),2+1
롯데)꼬깔콘고소한맛1500,1500,GS25(지에스25),2+1
롯데)꼬깔콘군옥수수1500,1500,GS25(지에스25),2+1
롯데)꼬깔콘군옥수수1500,1500,7-ELEVEN(세븐일레븐),2+1
롯데)꼬깔콘매콤달콤1500,1500,7-ELEVEN(세븐일레븐),2+1
롯데)꼬깔콘멘보샤맛72g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)꼬깔콘치먹스파이시72g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)나블리한톨만쥬95g,1100,EMART24(이마트24),2+1
롯데)누드빼빼로1500,1500,GS25(지에스25),2+1
롯데)누드빼빼로50g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)누드빼빼로50g,1500,EMART24(이마트24),2+1
롯데)누드치즈빼빼로45g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)누드치즈빼빼로46g,1500,EMART24(이마트24),2+1
롯데)누드크림치즈빼빼로1500,1500,GS25(지에스25),2+1
롯데)달고나빼빼로50g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)더블딥리치초코빼빼로50g,1500,EMART24(이마트24),2+1
롯데)더블비얀코185ml,1800,CU(씨유),2+1
롯데)더블비얀코CVS210ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)더블비얀코초코185ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)더블크런치쿠앤크,1000,CU(씨유),2+1
롯데)더블크런키초코바1000,1000,7-ELEVEN(세븐일레븐),2+1
롯데)데일리C레몬병140ml,1000,EMART24(이마트24),2+1
롯데)데일리C석류콜라겐병140ml,1000,EMART24(이마트24),2+1
롯데)데일리씨레몬1000병,1000,CU(씨유),2+1
롯데)도리토스(갈비천왕)1500,1500,GS25(지에스25),2+1
롯데)도리토스(나쵸치즈맛)1500,1500,GS25(지에스25),2+1
롯데)도리토스갈비천왕,1500,CU(씨유),2+1
롯데)도리토스갈비천왕84g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)도리토스나쵸치즈,1500,CU(씨유),2+1
롯데)도리토스나쵸치즈맛84g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)돼지바빼빼로1500,1500,GS25(지에스25),2+1
롯데)디저뜨와구운치즈케익38G,1200,GS25(지에스25),2+1
롯데)디저뜨와구운치즈케익38g,1200,EMART24(이마트24),2+1
롯데)디저뜨와초코브라우니,1200,MINISTOP(미니스톱),2+1
롯데)디저뜨와초코브라우니39G,1200,GS25(지에스25),2+1
롯데)디저뜨와초코브라우니39g,1200,EMART24(이마트24),2+1
롯데)디저트인절미샌드180ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)레몬비타1000140ML,1000,GS25(지에스25),2+1
롯데)레쓰비그란데라떼500ml,1800,EMART24(이마트24),1+1
롯데)레쓰비카페타임라떼,1000,CU(씨유),2+1
롯데)레쓰비카페타임아메,1000,CU(씨유),2+1
롯데)롯데샌드105g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)롯데샌드105g,1500,EMART24(이마트24),2+1
롯데)롯데샌드화이트깜뜨105g,1500,EMART24(이마트24),2+1
롯데)롱에센뽀득프랑크,2400,MINISTOP(미니스톱),2+1
롯데)립톤복숭아P500ml,1700,CU(씨유),2+1
롯데)마늘앤뽀득프랑크140g,3400,MINISTOP(미니스톱),2+1
롯데)마스터토닉워터400ml,1400,CU(씨유),2+1
롯데)마시는오트밀그레인,2000,CU(씨유),2+1
롯데)마시는오트밀그린티,2000,CU(씨유),2+1
롯데)마시는오트밀서리태,2000,CU(씨유),2+1
롯데)마시는오트밀우리쌀,2000,CU(씨유),2+1
롯데)마운틴듀캔250ML,1200,GS25(지에스25),2+1
롯데)마운틴듀캔250ml,1200,CU(씨유),2+1
롯데)마운틴듀캔330ml,1400,EMART24(이마트24),1+1
롯데)마운틴듀펫300ml,1600,EMART24(이마트24),1+1
롯데)말랑한찰떡아이스,1800,GS25(지에스25),2+1
롯데)매일우유소프트콘185ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)명가찰떡아이스90ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)목까지톡쏘는배P500,1700,CU(씨유),2+1
롯데)목캔디(믹스베리),1000,7-ELEVEN(세븐일레븐),2+1
롯데)목캔디(오리지날),1000,7-ELEVEN(세븐일레븐),2+1
롯데)몬스터마가렛트애플,1200,CU(씨유),2+1
롯데)몬스터마가렛트애플잼40G,1200,GS25(지에스25),2+1
롯데)몬스터마가렛트애플잼40g,1200,7-ELEVEN(세븐일레븐),2+1
롯데)몬스터마가렛트티라미수40G,1200,GS25(지에스25),2+1
롯데)몬스터마가렛트티라미수40g,1200,7-ELEVEN(세븐일레븐),2+1
롯데)몬스터칙촉(쇼콜라)1200,1200,GS25(지에스25),2+1
롯데)몬스터칙촉(티라미슈)1200,1200,GS25(지에스25),2+1
롯데)몽쉘(딸기맛)3000,3000,GS25(지에스25),2+1
롯데)몽쉘카카오192g,3000,7-ELEVEN(세븐일레븐),2+1
롯데)몽쉘카카오3000,3000,GS25(지에스25),2+1
롯데)몽쉘카카오케이크,3000,EMART24(이마트24),2+1
롯데)몽쉘카카오케이크6입,3000,CU(씨유),2+1
롯데)몽쉘크림3000,3000,GS25(지에스25),2+1
롯데)몽쉘크림케이크,3000,EMART24(이마트24),2+1
롯데)몽쉘크림케이크6입,3000,CU(씨유),2+1
롯데)몽쉘크림케익192g,3000,7-ELEVEN(세븐일레븐),2+1
롯데)미니비엔나140g,3300,EMART24(이마트24),2+1
롯데)밀크카라멜50g,900,CU(씨유),2+1
롯데)밀키스250ML,1200,GS25(지에스25),2+1
롯데)밀키스P500ml,1900,CU(씨유),2+1
롯데)밀키스캔250ml,1100,CU(씨유),2+1
롯데)밀키스캔320ml,1400,EMART24(이마트24),1+1
롯데)베이크드사워어니언,2000,CU(씨유),2+1
롯데)베이크드사워크림어니언70g,2000,7-ELEVEN(세븐일레븐),2+1
롯데)베이크드포테이토,2000,MINISTOP(미니스톱),2+1
롯데)베이크드포테이토70g,2000,7-ELEVEN(세븐일레븐),2+1
롯데)베이크드포테이토70g,2000,CU(씨유),2+1
롯데)본가찰옥수수,1800,CU(씨유),2+1
롯데)본가찰옥수수140ML,1800,GS25(지에스25),2+1
롯데)본젤라또스위트베리90ML,2000,GS25(지에스25),2+1
롯데)본젤라또스윗베리바90ml,2000,7-ELEVEN(세븐일레븐),2+1
롯데)본젤라또쿠앤크바90ml,2000,7-ELEVEN(세븐일레븐),2+1
롯데)본젤라또쿠키앤크림바90ML,2000,GS25(지에스25),2+1
롯데)볼로네이즈스파게티,4300,CU(씨유),2+1
롯데)비타C레몬17g,1500,CU(씨유),2+1
롯데)비타C박스비타민1500,1500,GS25(지에스25),2+1
롯데)빅핫도그140G,2400,GS25(지에스25),2+1
롯데)빠다스틱85g,2000,7-ELEVEN(세븐일레븐),2+1
롯데)빼빼로딸기쿠키1500,1500,GS25(지에스25),2+1
롯데)쁘띠몽쉘레몬그린티102g,2000,7-ELEVEN(세븐일레븐),2+1
롯데)쁘띠몽쉘커스타드102g,2000,7-ELEVEN(세븐일레븐),2+1
롯데)사르르라이스칩인절미맛60g,1500,EMART24(이마트24),2+1
롯데)석류콜라겐500140ML,1000,GS25(지에스25),2+1
롯데)설레임CVS170ml,1800,7-ELEVEN(세븐일레븐),2+1
롯데)설레임레몬,1800,CU(씨유),2+1
롯데)설레임밀크쉐이크,1800,CU(씨유),2+1
롯데)수박바,1000,CU(씨유),2+1
롯데)수박바75ml,1000,7-ELEVEN(세븐일레븐),2+1
롯데)수박바젤리,1200,CU(씨유),2+1
롯데)수박바젤리2000,2000,EMART24(이마트24),2+1
롯데)숙취해소깨수깡160ML,5000,GS25(지에스25),1+1
롯데)스크류바,1000,7-ELEVEN(세븐일레븐),2+1
롯데)스크류바,1000,CU(씨유),2+1
롯데)스크류바오렌지파인,1000,CU(씨유),2+1
롯데)스크류바젤리1500,1500,GS25(지에스25),2+1
롯데)스크류바포도75ml,1000,7-ELEVEN(세븐일레븐),2+1
롯데)스키니빼빼로45g,1500,EMART24(이마트24),2+1
롯데)스트로베리쿠키빼빼로37g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)스트로베리쿠키빼빼로37g,1500,EMART24(이마트24),2+1
롯데)쌀로별1500,1500,GS25(지에스25),2+1
롯데)쌀로별김스낵1500,1500,GS25(지에스25),2+1
롯데)쌀로별라이스인절미,1500,CU(씨유),2+1
롯데)쌀로별오리지널,1500,CU(씨유),2+1
롯데)쌀로별오리지널78g,1500,EMART24(이마트24),2+1
롯데)쌀로별인절미라이스칩60G,1500,GS25(지에스25),2+1
롯데)아라비카커피껌,1000,CU(씨유),2+1
롯데)아몬드빼빼로1500,1500,GS25(지에스25),2+1
롯데)아몬드빼빼로37g,1500,EMART24(이마트24),2+1
롯데)아몬드빼빼로37g,1500,7-ELEVEN(세븐일레븐),2+1
롯데)아이스브레이커딸기,3500,CU(씨유),2+1
롯데)아이스브레이커메론,3500,CU(씨유),2+1
롯데)아이스브레이커베리,3500,CU(씨유),2+1
롯데)아이스브레이커스듀오딸기,3500,7-ELEVEN(세븐일레븐),2+1
롯데)아이스브레이커스멜론&레몬,3500,7-ELEVEN(세븐일레븐),2+1
롯데)아이스브레이커스베리,3500,7-ELEVEN(세븐일레븐),2+1
롯데)아이스브레이커스쿨민트,3500,7-ELEVEN(세븐일레븐),2+1
롯데)아이스브레이커포도,3500,CU(씨유),2+1
롯데)아이시스8.0(2.0L),1700,GS25(지에스25),2+1
롯데)아이시스8.0(500ML),950,GS25(지에스25),2+1
롯데)아이시스8.0500ml,950,EMART24(이마트24),2+1
롯데)아이시스8.0P500ml,850,CU(씨유),2+1
롯데)아침헛개500ml,1800,EMART24(이마트24),1+1
롯데)앙꼬바흑미흑임자,1000,CU(씨유),2+1
롯데)야채스틱85g,2000,7-ELEVEN(세븐일레븐),2+1
롯데)에그짱3boy,4000,7-ELEVEN(세븐일레븐),2+1
롯데)에그짱3girl,4000,7-ELEVEN(세븐일레븐),2+1
롯데)에비앙P500ml,1600,CU(씨유),2+1
